address,accountid,updated
Sub-Saharan Africa,229430854,03-05-2016
Asia,513201272,01-06-2014
Europe,867242991,4/28/2012
Sub-Saharan Africa,683792340,07-12-2016
Central America and the Caribbean,325398147,06-05-2014
Asia,674921739,3/26/2017
Middle East and North Africa,885536944,12/14/2010
Asia,630730092,2/18/2013
Sub-Saharan Africa,554300010,4/18/2015
Sub-Saharan Africa,920358026,9/29/2010
Europe,263327968,3/15/2012
Middle East and North Africa,337946164,12-01-2010
Asia,269261443,10/18/2010
Central America and the Caribbean,602635133,7/31/2016
Middle East and North Africa,153741061,12/19/2014
Sub-Saharan Africa,958565557,01-10-2017
North America,623407447,04-01-2015
Asia,874878060,3/13/2011
Asia,809901225,04-06-2011
Australia and Oceania,945713269,3/24/2015
Sub-Saharan Africa,969863021,09-06-2012
North America,190211808,10-05-2016
Europe,684933459,5/30/2015
Europe,552514302,10/22/2012
Middle East and North Africa,661753165,02-12-2010
Europe,601761376,06-11-2017
Europe,931962764,9/16/2011
Europe,932093656,5/18/2016
Europe,852202880,4/20/2014
Australia and Oceania,562651765,04-08-2012
Australia and Oceania,904114139,3/17/2014
Europe,537576329,09-06-2017
Middle East and North Africa,894337165,02-09-2017
Sub-Saharan Africa,326007974,12/26/2015
Asia,854512584,1/20/2015
Australia and Oceania,522087323,11/21/2015
Central America and the Caribbean,141281020,7/30/2017
Middle East and North Africa,144955003,08-11-2012
Europe,136283099,4/16/2013
Middle East and North Africa,238751637,08-02-2010
Sub-Saharan Africa,646159446,4/20/2015
Sub-Saharan Africa,272617852,6/18/2016
Australia and Oceania,802550685,12-07-2015
Sub-Saharan Africa,840694272,02-05-2016
Asia,862097442,11/14/2016
Europe,962121522,12/29/2011
Central America and the Caribbean,406440341,06-12-2014
Sub-Saharan Africa,781040227,06-10-2016
Asia,142220008,03-08-2014
Middle East and North Africa,666591012,3/26/2013
Europe,101077067,12/28/2015
Sub-Saharan Africa,312914502,12-09-2010
Australia and Oceania,539652144,02-11-2014
Asia,539151322,3/17/2012
Asia,139585864,03-01-2012
Europe,589442098,03-08-2014
Europe,507518851,11-01-2015
Central America and the Caribbean,832927453,8/29/2015
Sub-Saharan Africa,775091731,4/18/2017
Sub-Saharan Africa,963748013,1/22/2010
Europe,298945128,1/31/2011
Middle East and North Africa,901044404,4/29/2015
Australia and Oceania,460719668,09-06-2015
Europe,788957250,4/23/2013
Sub-Saharan Africa,167055976,4/29/2014
Europe,996627175,07-09-2010
Asia,349594676,3/16/2014
Sub-Saharan Africa,318194806,5/22/2015
Sub-Saharan Africa,364976394,2/24/2017
Middle East and North Africa,472800767,9/13/2015
Central America and the Caribbean,694841754,11/28/2011
Asia,704585683,10-01-2015
Australia and Oceania,245831382,08-02-2011
Europe,482690179,11/20/2014
Sub-Saharan Africa,849585902,12-11-2015
Australia and Oceania,401254880,9/13/2013
Europe,962745940,10/19/2011
Middle East and North Africa,379420411,12/23/2014
Middle East and North Africa,166952121,05-06-2010
Central America and the Caribbean,561327397,12/29/2015
Sub-Saharan Africa,968845069,02-10-2017
Asia,416116464,5/30/2015
Asia,700065410,12/30/2016
Central America and the Caribbean,537928235,5/14/2014
Europe,517253768,10/30/2011
Europe,845903337,5/14/2015
Asia,902050769,10-12-2012
Middle East and North Africa,584182393,7/23/2015
Central America and the Caribbean,761097037,04-05-2010
Sub-Saharan Africa,121906030,2/25/2014
Middle East and North Africa,126033198,9/25/2011
Australia and Oceania,953214871,08-05-2011
Australia and Oceania,153499877,08-02-2011
Europe,297249543,12-11-2010
Middle East and North Africa,425137698,06-08-2013
Middle East and North Africa,998150670,10/13/2016
Sub-Saharan Africa,747587287,5/24/2015
North America,725058877,10-06-2012
Europe,252489268,3/19/2017
Europe,972114789,01-09-2015
Europe,996484267,2/22/2013
Sub-Saharan Africa,758459031,3/19/2011
Middle East and North Africa,761212909,07-08-2014
Sub-Saharan Africa,228232228,08-12-2013
Europe,253315818,9/21/2011
Sub-Saharan Africa,650575006,4/24/2013
Australia and Oceania,404433619,5/17/2012
Australia and Oceania,819627988,06-12-2011
Asia,571206939,7/31/2010
Central America and the Caribbean,654531800,8/31/2010
Asia,335276401,09-02-2017
Middle East and North Africa,299427068,09-07-2015
Sub-Saharan Africa,403282630,6/18/2016
Sub-Saharan Africa,123454415,2/25/2010
Asia,806866252,06-06-2014
Asia,720754468,3/19/2010
Asia,902667891,7/14/2013
Central America and the Caribbean,210467851,12-12-2010
Middle East and North Africa,272328174,04-01-2017
Sub-Saharan Africa,536735188,3/17/2017
Middle East and North Africa,522487723,02-12-2016
Central America and the Caribbean,268697106,8/23/2012
Asia,784787166,2/28/2010
Sub-Saharan Africa,900494229,04-05-2013
Sub-Saharan Africa,415867125,1/30/2016
Asia,551267182,04-10-2014
Sub-Saharan Africa,797368228,03-10-2015
Sub-Saharan Africa,265156590,09-07-2012
Australia and Oceania,835931098,9/29/2012
Central America and the Caribbean,411303079,2/23/2015
Asia,563196361,07-02-2016
Sub-Saharan Africa,683847272,10/20/2014
Europe,235804641,11-08-2012
Europe,101929795,7/30/2014
Asia,335396564,5/30/2013
Middle East and North Africa,609691274,6/24/2011
Middle East and North Africa,668612754,11-10-2015
Asia,776272332,11/15/2011
Europe,367093837,8/29/2012
Sub-Saharan Africa,295813596,11/24/2016
Australia and Oceania,587480437,3/20/2013
Sub-Saharan Africa,887455689,1/23/2014
Europe,911413180,9/14/2013
Central America and the Caribbean,895339238,5/15/2015
Asia,245532691,12/15/2011
Asia,688604867,6/18/2012
Europe,421479594,9/19/2015
Europe,861393201,10-10-2013
Asia,795894515,5/20/2011
Europe,432844865,5/19/2014
Sub-Saharan Africa,950418078,06-06-2010
Asia,447100484,4/15/2011
Asia,691690909,10/25/2010
Middle East and North Africa,373300683,04-11-2011
Asia,951353633,06-10-2012
Central America and the Caribbean,805586087,12-05-2014
Sub-Saharan Africa,186046874,12/30/2016
Central America and the Caribbean,763097321,08-07-2017
Central America and the Caribbean,677411258,3/21/2013
Australia and Oceania,389975011,4/20/2016
Europe,432087409,02-02-2014
Europe,955359780,07-12-2017
Sub-Saharan Africa,381715953,1/26/2012
Sub-Saharan Africa,353392255,9/18/2014
Europe,782937514,7/23/2016
Sub-Saharan Africa,303213059,5/14/2010
Middle East and North Africa,317392718,2/27/2016
Europe,948962819,11/30/2016
Asia,591722190,04-10-2016
Australia and Oceania,859782159,7/28/2010
Asia,737566554,10/19/2016
Europe,629811704,12-02-2014
Asia,111566436,04-09-2012
Sub-Saharan Africa,178192079,6/17/2017
Sub-Saharan Africa,995362460,08-05-2013
Sub-Saharan Africa,549063909,05-03-2015
Sub-Saharan Africa,495595252,06-10-2011
Europe,311567819,1/20/2015
Sub-Saharan Africa,443905436,4/13/2013
Europe,959844434,6/22/2017
Middle East and North Africa,196933639,5/14/2013
Asia,613034379,3/29/2010
Europe,236320483,03-04-2015
Middle East and North Africa,315278279,3/19/2013
Middle East and North Africa,368706595,12-11-2016
Europe,435716760,8/13/2017
Europe,625732600,01-04-2011
Australia and Oceania,668490445,9/25/2016
Asia,364039123,03-12-2014
Australia and Oceania,932739961,6/29/2013
Sub-Saharan Africa,965266788,02-09-2015
Asia,472605931,6/23/2012
Asia,436056220,9/19/2011
Sub-Saharan Africa,557228982,08-12-2012
Asia,608048045,8/21/2011
Sub-Saharan Africa,880749738,8/16/2014
Sub-Saharan Africa,837882888,09-05-2016
Sub-Saharan Africa,462308824,01-03-2014
Central America and the Caribbean,707201373,03-10-2015
Europe,346046864,1/20/2015
Europe,922644126,12/21/2012
Sub-Saharan Africa,901104485,12/24/2016
Australia and Oceania,615851771,5/13/2017
Central America and the Caribbean,921622312,1/28/2013
North America,943464934,03-09-2015
Europe,326740968,06-03-2013
Europe,587124240,6/24/2017
Sub-Saharan Africa,160601079,4/19/2015
Europe,253470313,12-03-2014
Middle East and North Africa,792343270,1/26/2010
North America,874143779,11-04-2014
Asia,116108167,9/27/2013
Sub-Saharan Africa,905785262,6/30/2011
Europe,751036393,10/22/2013
North America,830035388,3/13/2016
Asia,141268575,2/21/2015
Central America and the Caribbean,453534781,12-04-2011
Central America and the Caribbean,455945336,07-10-2016
Australia and Oceania,707924067,06-06-2013
Middle East and North Africa,489207303,3/30/2011
Central America and the Caribbean,949843871,04-01-2015
Asia,160195100,02-05-2017
Asia,760934817,04-11-2013
Sub-Saharan Africa,513049352,5/14/2016
Asia,847837531,05-03-2013
Middle East and North Africa,116910684,04-09-2015
Europe,342192637,03-12-2015
Europe,465919721,10/24/2014
Europe,400640761,02-01-2013
Europe,579217088,8/23/2017
Europe,604822528,8/21/2010
Middle East and North Africa,600943410,05-01-2013
Australia and Oceania,761378562,8/30/2013
Middle East and North Africa,900239312,12/16/2015
Middle East and North Africa,901949489,3/17/2014
Sub-Saharan Africa,271245419,3/26/2011
Middle East and North Africa,383175933,5/18/2014
Sub-Saharan Africa,433102357,02-03-2017
Europe,586698520,1/26/2010
Europe,629950749,7/16/2015
Central America and the Caribbean,419157874,09-07-2014
Australia and Oceania,330931222,10/17/2012
Central America and the Caribbean,812194621,09-07-2012
Central America and the Caribbean,130184400,2/20/2010
Europe,222449386,08-12-2013
Central America and the Caribbean,846850907,8/27/2017
Sub-Saharan Africa,931562793,8/24/2013
Sub-Saharan Africa,825071370,3/15/2017
Europe,946175467,8/14/2010
North America,433986413,06-05-2015
Sub-Saharan Africa,297928035,04-09-2012
Middle East and North Africa,267736661,4/28/2013
Europe,143461120,7/31/2012
Australia and Oceania,245462739,04-08-2013
Sub-Saharan Africa,964415347,06-10-2015
Europe,511305272,10/26/2012
Middle East and North Africa,767431342,3/30/2011
Europe,534404885,6/29/2010
Asia,484149730,11/23/2014
Sub-Saharan Africa,908902204,01-01-2015
Middle East and North Africa,371211135,05-08-2013
Asia,653937852,11-05-2013
Middle East and North Africa,910256183,07-07-2017
Sub-Saharan Africa,813652455,08-10-2011
Sub-Saharan Africa,107925498,8/20/2010
Europe,857186639,1/26/2015
Central America and the Caribbean,695859706,1/17/2015
Central America and the Caribbean,478681027,3/28/2017
Middle East and North Africa,230699431,7/25/2017
Middle East and North Africa,497276246,05-01-2013
Sub-Saharan Africa,994085299,3/26/2014
Sub-Saharan Africa,157112920,10-12-2015
Australia and Oceania,992657935,9/23/2010
Europe,727331674,10/19/2015
Sub-Saharan Africa,258057963,5/20/2014
Sub-Saharan Africa,102073132,04-02-2014
Europe,846926009,01-06-2012
Central America and the Caribbean,900477921,10/15/2013
Europe,540902698,12/14/2014
Asia,566686666,11-01-2011
Middle East and North Africa,946628654,06-11-2013
Middle East and North Africa,369839990,08-10-2014
Sub-Saharan Africa,295744502,12/19/2014
Sub-Saharan Africa,904078519,5/27/2015
Europe,644890868,11/28/2013
Central America and the Caribbean,288542878,2/22/2017
Central America and the Caribbean,675708377,01-09-2014
Sub-Saharan Africa,467373692,11-04-2016
Sub-Saharan Africa,194837653,12/31/2012
Middle East and North Africa,909711587,06-05-2013
Australia and Oceania,133919322,2/25/2011
Australia and Oceania,409697186,4/30/2015
Europe,749594008,6/18/2017
Europe,686471116,03-10-2010
Europe,723502337,3/29/2013
Australia and Oceania,984174001,03-01-2010
Sub-Saharan Africa,762284934,6/19/2011
Central America and the Caribbean,771946465,03-07-2014
Europe,897582423,03-02-2012
Middle East and North Africa,643929135,09-02-2015
Europe,486035430,1/13/2017
Middle East and North Africa,519262635,4/13/2017
Middle East and North Africa,909284579,09-04-2014
Asia,542087590,2/26/2016
Central America and the Caribbean,173970496,8/17/2010
Central America and the Caribbean,181544625,02-01-2011
Europe,111733806,07-02-2012
Australia and Oceania,931774365,10/16/2010
Sub-Saharan Africa,979215133,5/30/2014
Europe,911917436,3/15/2010
Middle East and North Africa,558055102,7/14/2012
Middle East and North Africa,266114461,03-04-2014
Europe,454894340,5/30/2012
Central America and the Caribbean,263506066,10/15/2013
Middle East and North Africa,701373469,1/31/2014
Europe,598232877,03-10-2010
Sub-Saharan Africa,654133117,8/29/2011
Australia and Oceania,289435517,08-05-2013
Sub-Saharan Africa,794813907,4/28/2016
Sub-Saharan Africa,381254613,7/29/2013
Europe,930056464,03-07-2011
Sub-Saharan Africa,342830789,6/30/2016
Asia,191501414,2/17/2011
Sub-Saharan Africa,768304669,10/16/2015
Sub-Saharan Africa,635789382,06-06-2010
Europe,676816880,02-06-2014
Sub-Saharan Africa,944560992,10/28/2012
Australia and Oceania,212508046,4/15/2016
Asia,924456870,4/15/2016
Europe,644518792,06-06-2013
Europe,607117640,2/21/2013
Central America and the Caribbean,766989743,3/29/2014
Sub-Saharan Africa,249183928,10/14/2012
Australia and Oceania,499061524,10/17/2013
Asia,332296359,5/26/2011
Asia,884874761,09-01-2016
Europe,663095557,07-09-2014
Central America and the Caribbean,493570077,3/25/2014
Middle East and North Africa,373222148,6/22/2014
Sub-Saharan Africa,819288098,1/15/2015
Europe,619316756,02-01-2013
Sub-Saharan Africa,881169450,4/27/2014
Europe,983020007,02-11-2014
Middle East and North Africa,823354756,07-05-2016
Sub-Saharan Africa,370972526,5/18/2015
Sub-Saharan Africa,114984643,02-08-2013
Sub-Saharan Africa,614814937,1/20/2017
Sub-Saharan Africa,250199735,09-06-2012
Europe,171187865,2/14/2013
Asia,248140656,03-05-2010
Asia,421731936,1/16/2015
Sub-Saharan Africa,252948033,4/20/2010
Europe,273087775,3/18/2013
Middle East and North Africa,633762490,2/19/2012
Central America and the Caribbean,656896007,02-06-2015
Central America and the Caribbean,184724652,5/22/2016
Europe,929797255,10/26/2014
Europe,624975144,9/20/2010
Central America and the Caribbean,673432147,04-05-2016
Sub-Saharan Africa,298654592,12/24/2014
Sub-Saharan Africa,594441306,5/23/2017
Australia and Oceania,474903619,10/25/2012
Central America and the Caribbean,724465358,7/16/2010
Sub-Saharan Africa,847862851,12-12-2012
Central America and the Caribbean,420144927,07-12-2012
Europe,436672914,4/22/2010
Asia,163120639,02-12-2012
Sub-Saharan Africa,285474431,03-08-2017
Central America and the Caribbean,660033118,09-11-2014
Europe,763408029,07-03-2017
Middle East and North Africa,142522990,11/13/2012
Europe,664614331,12/29/2011
Middle East and North Africa,667230880,10-05-2015
Asia,808233964,11/13/2010
Sub-Saharan Africa,915797412,12/22/2011
Sub-Saharan Africa,438407552,7/21/2011
Central America and the Caribbean,694863212,10-05-2014
Sub-Saharan Africa,824275720,7/24/2012
Sub-Saharan Africa,936068904,4/22/2016
Sub-Saharan Africa,759979093,03-06-2015
Europe,996055114,01-04-2011
Asia,164658296,4/30/2014
Sub-Saharan Africa,456462466,03-09-2010
Europe,982453954,9/28/2014
Sub-Saharan Africa,923931586,7/13/2011
Europe,882506692,05-05-2015
Europe,630103099,05-09-2015
Asia,458957135,12/27/2016
Europe,731617629,8/19/2015
Sub-Saharan Africa,530945909,11/27/2014
Central America and the Caribbean,810115802,02-12-2016
Europe,342613637,10/22/2013
North America,672238242,12-02-2014
Europe,263100945,05-05-2012
Middle East and North Africa,349625575,10/16/2011
Central America and the Caribbean,886548459,10/17/2011
Central America and the Caribbean,998918426,2/18/2016
Sub-Saharan Africa,332096803,09-01-2014
Europe,401757419,09-08-2016
Europe,543886601,5/28/2010
Asia,164783179,4/16/2011
Sub-Saharan Africa,991058480,3/17/2013
Central America and the Caribbean,319636332,02-12-2015
Sub-Saharan Africa,467753064,07-08-2016
Middle East and North Africa,222957503,7/29/2014
Asia,693110978,04-07-2015
Europe,356387317,09-08-2013
Europe,911272847,03-02-2014
Central America and the Caribbean,526566398,4/15/2010
Europe,591379296,2/27/2012
Sub-Saharan Africa,765135371,12/25/2011
Europe,327570950,3/27/2010
Europe,428734862,11/21/2012
Sub-Saharan Africa,938988435,1/18/2011
Sub-Saharan Africa,899005496,08-12-2016
Sub-Saharan Africa,769772374,9/29/2011
Europe,182587897,11-02-2013
Middle East and North Africa,189063394,04-02-2011
Middle East and North Africa,111122691,11/20/2011
Europe,691002118,4/18/2010
Central America and the Caribbean,941250503,9/22/2012
Europe,394729173,10/20/2011
Sub-Saharan Africa,454611957,04-03-2012
Sub-Saharan Africa,344385182,8/19/2012
Central America and the Caribbean,257847678,2/27/2016
Europe,909110772,01-03-2012
Australia and Oceania,382598292,11/22/2016
Europe,883046567,10-11-2010
Sub-Saharan Africa,185504424,2/25/2016
Sub-Saharan Africa,185333192,6/17/2011
Australia and Oceania,148206698,7/16/2017
Central America and the Caribbean,760111272,03-11-2011
Sub-Saharan Africa,977345740,9/28/2011
Middle East and North Africa,276521432,10-05-2016
Middle East and North Africa,904562175,8/25/2013
Sub-Saharan Africa,228704297,08-10-2013
Central America and the Caribbean,186496627,5/19/2017
Sub-Saharan Africa,535800492,02-02-2012
Middle East and North Africa,204789721,10/28/2011
North America,441950643,12-02-2016
Sub-Saharan Africa,766082084,5/19/2017
Australia and Oceania,316295373,11/21/2011
Europe,102014338,07-07-2011
Asia,752975308,2/21/2013
Sub-Saharan Africa,269227111,11/29/2010
Middle East and North Africa,771131074,8/14/2015
Australia and Oceania,849361026,11/23/2011
Sub-Saharan Africa,514903295,6/16/2016
Middle East and North Africa,749056708,06-06-2012
Sub-Saharan Africa,353432595,9/26/2014
Europe,899954783,5/31/2012
Europe,880859601,03-04-2011
Asia,658695876,09-03-2013
Europe,216324937,04-07-2016
Europe,506920611,5/21/2012
Sub-Saharan Africa,303969228,9/27/2011
Asia,251269614,12/16/2013
Middle East and North Africa,612933099,10/22/2011
Asia,823383510,11-06-2010
Sub-Saharan Africa,837357175,05-01-2017
Europe,679902923,6/14/2012
Sub-Saharan Africa,896382081,12/16/2015
Sub-Saharan Africa,302468478,10/25/2014
Central America and the Caribbean,934148442,04-04-2012
Sub-Saharan Africa,397720801,1/17/2016
Middle East and North Africa,419796884,9/28/2012
Asia,997300517,1/13/2016
Sub-Saharan Africa,847468030,09-12-2010
Middle East and North Africa,557848250,08-11-2016
Europe,336302506,8/14/2016
Europe,461004626,10/24/2013
Europe,830440938,3/27/2012
Europe,513410270,4/28/2013
Middle East and North Africa,899023950,10-05-2011
Asia,746705806,11/24/2014
Europe,236192166,1/19/2016
Central America and the Caribbean,517531859,12-05-2012
Europe,561086213,08-11-2012
Europe,307529056,03-02-2011
Sub-Saharan Africa,217846715,9/26/2013
Middle East and North Africa,823338019,01-06-2015
Europe,475614297,10/14/2010
Asia,296599376,12-08-2016
Asia,128529584,03-08-2012
Sub-Saharan Africa,783953750,1/17/2011
Europe,895733201,4/18/2013
Middle East and North Africa,967041766,3/27/2016
Sub-Saharan Africa,221365773,11-03-2010
Sub-Saharan Africa,652504050,6/23/2015
Sub-Saharan Africa,274567925,9/30/2011
Europe,771981227,3/24/2016
Australia and Oceania,749480283,08-03-2016
Middle East and North Africa,682113921,08-11-2012
Europe,665243470,01-07-2013
Sub-Saharan Africa,864542758,12/13/2015
Europe,165998113,4/28/2013
Sub-Saharan Africa,225908362,10-09-2016
Asia,520884835,06-07-2016
Middle East and North Africa,597851359,11-03-2014
Europe,524044263,8/20/2015
Asia,437012374,2/14/2012
Central America and the Caribbean,994617021,9/20/2013
Sub-Saharan Africa,225032031,02-01-2012
Europe,276743733,04-07-2015
Asia,668550956,12/23/2012
Middle East and North Africa,539565026,8/17/2011
Australia and Oceania,899209773,9/14/2014
Europe,577221524,5/20/2011
Europe,273649108,5/14/2011
Europe,308853852,4/27/2017
Middle East and North Africa,173509585,4/18/2014
Europe,778602635,01-07-2011
Central America and the Caribbean,405431830,11/18/2013
North America,555608499,7/18/2014
Sub-Saharan Africa,101056468,08-07-2017
Central America and the Caribbean,234012067,05-03-2013
Sub-Saharan Africa,417024123,04-08-2012
Asia,632953965,6/18/2010
Middle East and North Africa,934975421,07-03-2016
Europe,996574819,3/22/2010
Central America and the Caribbean,561550986,5/31/2013
Europe,794015252,09-07-2011
Sub-Saharan Africa,228391444,4/26/2010
Australia and Oceania,619415891,11-07-2015
Europe,192137420,10-05-2016
Sub-Saharan Africa,391917359,3/22/2010
Middle East and North Africa,934429538,07-01-2013
Asia,255660283,07-12-2014
Europe,461908423,10-12-2013
Sub-Saharan Africa,579785287,09-08-2012
Central America and the Caribbean,606214702,07-03-2017
Sub-Saharan Africa,158432996,2/20/2013
Middle East and North Africa,723988997,6/27/2011
Central America and the Caribbean,710744035,12/16/2010
Europe,396871936,05-08-2014
Sub-Saharan Africa,580859029,11-10-2010
Middle East and North Africa,331504142,10-09-2016
Asia,137918603,10-10-2011
Middle East and North Africa,559526240,10/16/2010
Europe,876063382,7/26/2014
Sub-Saharan Africa,437578856,8/28/2013
Middle East and North Africa,914433991,6/13/2014
Middle East and North Africa,447302615,9/13/2013
Australia and Oceania,397171056,2/23/2016
Middle East and North Africa,395338141,08-08-2016
Europe,593415200,11/13/2010
Sub-Saharan Africa,313326060,09-08-2014
Australia and Oceania,297307050,8/17/2014
Asia,457906997,05-07-2017
Europe,327987229,3/15/2015
North America,410721576,3/13/2013
Sub-Saharan Africa,829596364,03-04-2017
Sub-Saharan Africa,878410422,3/16/2015
Europe,371275079,11/24/2011
Sub-Saharan Africa,992614161,12/23/2015
Sub-Saharan Africa,447163999,3/31/2015
Central America and the Caribbean,109973418,03-12-2017
Sub-Saharan Africa,976403748,12/31/2014
Sub-Saharan Africa,512128818,11/27/2014
Europe,303134953,11/13/2015
Asia,205720984,8/23/2014
Asia,596498239,8/27/2016
Europe,122390544,08-02-2016
Australia and Oceania,650634229,8/23/2010
Central America and the Caribbean,518778121,11-06-2014
Europe,384683549,10-07-2015
Europe,976524341,11/25/2012
Asia,842786824,01-08-2014
Europe,402269828,9/14/2016
Central America and the Caribbean,594084680,12-01-2011
Sub-Saharan Africa,627655208,11/14/2010
Asia,232717740,4/24/2010
Middle East and North Africa,109321105,3/25/2012
Sub-Saharan Africa,577826631,11-10-2011
Europe,228908145,12/18/2016
Middle East and North Africa,873551976,09-12-2013
Asia,793056952,08-10-2015
Middle East and North Africa,589034402,11/26/2014
Asia,933408153,8/18/2015
Australia and Oceania,318414533,1/20/2016
Central America and the Caribbean,906602370,04-11-2011
Sub-Saharan Africa,880832993,8/23/2012
Asia,294280230,9/27/2013
Sub-Saharan Africa,620430409,09-09-2016
Middle East and North Africa,703082358,06-02-2013
Europe,806347405,02-10-2012
Sub-Saharan Africa,364649379,05-05-2010
Middle East and North Africa,232724606,10-12-2014
Middle East and North Africa,435621917,11/29/2013
Sub-Saharan Africa,618702638,6/22/2012
Sub-Saharan Africa,497640597,08-04-2012
Europe,308422124,05-07-2017
Asia,357346045,12-04-2011
Middle East and North Africa,571023690,1/17/2013
Middle East and North Africa,946378886,12/13/2011
Australia and Oceania,200647962,11-09-2015
Middle East and North Africa,721379745,05-08-2014
Asia,916435563,04-11-2013
Central America and the Caribbean,163989245,06-11-2015
Asia,162527120,6/18/2017
Asia,880848014,1/21/2013
Sub-Saharan Africa,108063256,3/13/2012
Europe,203596675,09-01-2014
Europe,447184598,8/20/2013
Sub-Saharan Africa,188875854,8/30/2014
Australia and Oceania,199031770,11-02-2016
Australia and Oceania,418326175,8/25/2016
Middle East and North Africa,407745397,5/23/2011
Middle East and North Africa,698588263,01-12-2011
Sub-Saharan Africa,542466104,05-12-2011
Sub-Saharan Africa,161302745,12/27/2012
Sub-Saharan Africa,297334516,8/14/2017
Europe,863110244,8/19/2016
Sub-Saharan Africa,491491258,02-01-2010
Australia and Oceania,585651385,7/27/2010
Sub-Saharan Africa,369076955,05-05-2016
Australia and Oceania,935566794,6/27/2015
Asia,299232232,6/18/2012
Europe,144497096,04-10-2016
Europe,876097714,6/14/2014
Asia,269082915,8/14/2014
Europe,218814027,07-10-2017
Australia and Oceania,890964877,2/18/2014
Europe,271521794,04-03-2011
Europe,916783607,1/23/2013
Asia,503361642,4/15/2017
Europe,378179728,03-04-2011
Sub-Saharan Africa,608474195,8/19/2013
Middle East and North Africa,431793868,5/31/2010
Europe,506000077,10/15/2010
Asia,659266650,04-08-2014
Australia and Oceania,340079915,4/30/2013
Sub-Saharan Africa,867238700,04-08-2013
Australia and Oceania,479854333,8/14/2012
Europe,187350642,01-10-2015
Central America and the Caribbean,619463956,3/25/2017
Sub-Saharan Africa,676243102,07-05-2013
Asia,678049409,07-11-2014
Sub-Saharan Africa,115556704,8/13/2012
Australia and Oceania,799751317,10/16/2016
Central America and the Caribbean,111932075,6/14/2010
Asia,453710305,09-03-2015
Europe,697009837,3/16/2014
Europe,234066998,08-11-2011
Europe,327430617,09-12-2010
Europe,959962022,5/19/2015
Asia,384835040,5/23/2011
Europe,975536000,2/19/2016
Australia and Oceania,675863730,12/22/2013
North America,649929559,12/14/2012
Australia and Oceania,332157313,12-01-2010
North America,577283322,04-05-2014
Middle East and North Africa,510356414,08-11-2011
Sub-Saharan Africa,676737916,04-12-2015
Europe,792101657,02-05-2012
Australia and Oceania,192433965,01-03-2013
Australia and Oceania,984033668,8/16/2010
Sub-Saharan Africa,393512094,12/15/2013
Sub-Saharan Africa,217793071,5/20/2014
Middle East and North Africa,974112927,7/19/2011
Europe,550020492,03-11-2010
Central America and the Caribbean,953377091,01-03-2016
Sub-Saharan Africa,662356555,12-11-2016
Europe,475445210,11/28/2016
Asia,361441886,6/21/2017
Sub-Saharan Africa,809457910,03-06-2013
Sub-Saharan Africa,578917109,07-10-2011
Europe,749555814,04-02-2013
Middle East and North Africa,671422851,3/19/2016
Sub-Saharan Africa,214879548,3/16/2012
Sub-Saharan Africa,220599734,7/30/2012
Europe,249569737,10-05-2014
Europe,833088386,08-02-2013
Asia,322767007,5/30/2012
Central America and the Caribbean,740529429,9/14/2011
Sub-Saharan Africa,128611981,6/13/2013
Sub-Saharan Africa,199563491,4/29/2016
Sub-Saharan Africa,486245286,02-05-2013
Europe,591831195,12-05-2015
Australia and Oceania,639807546,12-05-2015
Middle East and North Africa,823973166,03-06-2016
Sub-Saharan Africa,958439385,06-10-2013
Sub-Saharan Africa,927630031,12/26/2016
Europe,236281430,1/25/2014
Sub-Saharan Africa,259442412,6/15/2012
Asia,192474305,01-11-2013
Asia,201050937,12-01-2013
Europe,971158635,10-05-2014
Sub-Saharan Africa,559096229,11/25/2011
Asia,241475045,10-04-2010
Central America and the Caribbean,465218913,11/16/2013
Europe,397564160,03-05-2017
Sub-Saharan Africa,176059615,12/17/2013
Europe,458566606,12-07-2013
Sub-Saharan Africa,173258960,1/18/2016
Sub-Saharan Africa,568623006,1/18/2013
Europe,263457572,3/31/2010
Europe,196873986,11/15/2013
Europe,478296077,01-08-2012
Middle East and North Africa,837460172,12/26/2016
Sub-Saharan Africa,174415099,05-05-2015
Europe,609522187,08-08-2017
Middle East and North Africa,733455264,5/23/2016
Sub-Saharan Africa,557200658,11-12-2012
Europe,162057197,2/20/2013
Sub-Saharan Africa,149636209,11-09-2016
Australia and Oceania,291861522,03-12-2013
Australia and Oceania,880969464,4/16/2015
Europe,479508864,09-01-2010
Middle East and North Africa,870341050,12/14/2010
Asia,306639850,01-09-2017
Middle East and North Africa,261891591,12/30/2015
Sub-Saharan Africa,479895102,10/22/2014
Sub-Saharan Africa,324761712,3/16/2014
Asia,130915248,10-06-2011
Australia and Oceania,753092038,2/25/2014
Europe,416340911,4/18/2017
Asia,566023194,12-02-2010
Asia,917812716,2/26/2012
North America,807695806,8/26/2016
Sub-Saharan Africa,541971290,4/22/2017
Europe,947250497,06-01-2015
Central America and the Caribbean,220457255,5/14/2017
Europe,678827893,5/15/2015
Central America and the Caribbean,209911239,2/26/2014
Asia,821568620,9/21/2011
Middle East and North Africa,991973865,06-06-2011
Australia and Oceania,619613301,11/26/2016
Asia,573285758,9/21/2014
Sub-Saharan Africa,442102563,7/27/2014
Asia,785487544,5/13/2016
Central America and the Caribbean,883177030,4/14/2013
Europe,985219848,9/30/2010
Sub-Saharan Africa,961977326,7/25/2015
Sub-Saharan Africa,754123294,6/27/2016
